hypothesis,background_id,selected_for_stage2,selection_reason,stage1_classification,stage2_classification,final_classification,stage_used,source_scenario_ids,scenario_type,rho,class1_share,slots_per_day,horizon_class1,horizon_class2
H1,H1B0273,False,,inactive,,inactive,1,X018,asymmetric_stress,1.25,0.9,64,7,7
H1,H1B0274,False,,inactive,,inactive,1,X019,asymmetric_stress,1.25,0.1,64,14,14
H1,H1B0275,False,,supported,,supported,1,X020,asymmetric_stress,4.0,0.1,32,28,28
H1,H1B0276,True,stage1_reversed,reversed,,reversed,1,X021,asymmetric_stress,3.1,0.9,16,28,21
H1,H1B0277,False,,inconclusive,,inconclusive,1,X022,asymmetric_stress,0.8,0.5,32,7,7
H1,H1B0278,True,stage1_reversed,reversed,,reversed,1,X023,asymmetric_stress,3.1,0.9,32,21,21
H1,H1B0279,False,,inconclusive,,inconclusive,1,X024,asymmetric_stress,0.8,0.5,32,14,14
H1,H1B0280,False,,inactive,,inactive,1,X025,asymmetric_stress,1.25,0.1,32,14,21
H1,H1B0281,False,,supported,,supported,1,X026,asymmetric_stress,3.1,0.7,32,28,14
H1,H1B0282,False,,inconclusive,,inconclusive,1,X027,asymmetric_stress,4.0,0.7,32,21,7
H1,H1B0283,False,,supported,,supported,1,X028,asymmetric_stress,3.1,0.9,64,28,14
H1,H1B0284,False,,supported,,supported,1,X029,asymmetric_stress,3.1,0.3,32,7,7
H1,H1B0285,False,,supported,,supported,1,X030,asymmetric_stress,4.0,0.9,64,14,14
H1,H1B0286,False,,inactive,,inactive,1,X031,asymmetric_stress,1.25,0.3,32,28,28
H1,H1B0287,False,,inconclusive,,inconclusive,1,X032,asymmetric_stress,0.8,0.7,32,14,14
H1,H1B0288,False,,inactive,,inactive,1,X033,asymmetric_stress,1.25,0.3,64,14,14
H1,H1B0289,False,,inactive,,inactive,1,X034,asymmetric_stress,1.25,0.9,16,28,28
H1,H1B0290,False,,inconclusive,,inconclusive,1,X035,asymmetric_stress,0.8,0.1,16,28,28
H1,H1B0291,True,stage1_reversed,reversed,,reversed,1,X036,asymmetric_stress,4.0,0.9,64,14,14
H1,H1B0292,False,,supported,,supported,1,X037,asymmetric_stress,3.1,0.1,64,14,14
H1,H1B0293,False,,inconclusive,,inconclusive,1,X038,asymmetric_stress,0.8,0.1,64,28,28
H1,H1B0294,False,,inactive,,inactive,1,X039,asymmetric_stress,1.25,0.3,32,28,28
H1,H1B0295,False,,supported,,supported,1,X040,asymmetric_stress,3.1,0.5,32,14,21
H1,H1B0296,False,,inconclusive,,inconclusive,1,X041,asymmetric_stress,0.8,0.9,64,28,28
H1,H1B0297,False,,inconclusive,,inconclusive,1,X042,asymmetric_stress,0.8,0.5,16,21,21
H1,H1B0298,False,,inconclusive,,inconclusive,1,X043,asymmetric_stress,0.8,0.7,32,21,21
H1,H1B0299,False,,supported,,supported,1,X044,asymmetric_stress,4.0,0.3,32,28,21
H1,H1B0300,False,,supported,,supported,1,X045,asymmetric_stress,3.1,0.1,32,28,28
H1,H1B0301,False,,supported,,supported,1,X046,asymmetric_stress,2.0,0.5,32,28,28
H1,H1B0302,False,,inactive,,inactive,1,X047,asymmetric_stress,1.25,0.3,16,28,21
H1,H1B0303,False,,supported,,supported,1,X048,asymmetric_stress,4.0,0.3,32,14,14
H1,H1B0304,False,,supported,,supported,1,X049,asymmetric_stress,4.0,0.3,16,14,21
H1,H1B0305,True,stage1_reversed,reversed,,reversed,1,X050,asymmetric_stress,3.1,0.9,16,21,28
H1,H1B0306,False,,inactive,,inactive,1,X051,asymmetric_stress,1.25,0.1,16,14,21
H1,H1B0307,False,,supported,,supported,1,X052,asymmetric_stress,4.0,0.7,32,21,14
H1,H1B0308,False,,inconclusive,,inconclusive,1,X053,asymmetric_stress,0.8,0.9,32,14,14
H1,H1B0309,False,,inactive,,inactive,1,X054,asymmetric_stress,1.25,0.5,16,21,21
H1,H1B0310,False,,supported,,supported,1,X055,asymmetric_stress,4.0,0.3,64,7,7
H1,H1B0311,False,,inconclusive,,inconclusive,1,X056,asymmetric_stress,1.25,0.1,64,7,14
H1,H1B0312,False,,supported,,supported,1,X057,asymmetric_stress,2.0,0.7,16,21,21
H1,H1B0313,True,stage1_reversed,reversed,,reversed,1,X058,asymmetric_stress,3.1,0.9,64,28,28
H1,H1B0314,False,,supported,,supported,1,X059,asymmetric_stress,4.0,0.1,32,28,28
H1,H1B0315,False,,inactive,,inactive,1,X060,asymmetric_stress,1.25,0.1,64,14,14
H1,H1B0316,False,,supported,,supported,1,X061,asymmetric_stress,2.0,0.9,64,14,28
H1,H1B0317,False,,supported,,supported,1,X062,asymmetric_stress,4.0,0.5,16,14,14
H1,H1B0318,False,,inconclusive,,inconclusive,1,X063,asymmetric_stress,0.8,0.3,64,21,21
H1,H1B0319,False,,supported,,supported,1,X064,asymmetric_stress,4.0,0.7,16,7,7
H1,H1B0320,False,,inconclusive,,inconclusive,1,X065,asymmetric_stress,1.25,0.1,32,14,14
H1,H1B0321,False,,supported,,supported,1,X066,asymmetric_stress,3.1,0.7,16,28,28
H1,H1B0322,True,stage1_reversed,reversed,,reversed,1,X067,asymmetric_stress,3.1,0.9,16,21,21
H1,H1B0323,False,,inconclusive,,inconclusive,1,X068,asymmetric_stress,2.0,0.9,64,28,21
H1,H1B0324,False,,inconclusive,,inconclusive,1,X069,asymmetric_stress,0.8,0.9,16,7,7
H1,H1B0325,False,,supported,,supported,1,X070,asymmetric_stress,4.0,0.3,16,14,14
H1,H1B0326,False,,inconclusive,,inconclusive,1,X071,asymmetric_stress,1.25,0.3,16,21,21
H1,H1B0327,False,,supported,,supported,1,X072,asymmetric_stress,4.0,0.1,32,28,28
H1,H1B0328,False,,inconclusive,,inconclusive,1,X073,asymmetric_stress,4.0,0.7,32,28,7
H1,H1B0329,False,,supported,,supported,1,X074,asymmetric_stress,2.0,0.7,32,14,28
H1,H1B0330,False,,supported,,supported,1,X075,asymmetric_stress,3.1,0.7,64,14,14
H1,H1B0331,False,,inconclusive,,inconclusive,1,X076,asymmetric_stress,0.8,0.9,16,7,14
H1,H1B0332,False,,supported,,supported,1,X077,asymmetric_stress,4.0,0.5,16,7,7
H1,H1B0333,False,,inconclusive,,inconclusive,1,X078,asymmetric_stress,0.8,0.1,16,14,14
H1,H1B0334,False,,supported,,supported,1,X079,asymmetric_stress,3.1,0.5,64,28,7
H1,H1B0335,False,,supported,,supported,1,X080,asymmetric_stress,2.0,0.5,32,14,28
H1,H1B0336,False,,inconclusive,,inconclusive,1,X081,asymmetric_stress,1.25,0.9,16,21,21
H1,H1B0337,False,,supported,,supported,1,X082,asymmetric_stress,4.0,0.3,32,28,21
H1,H1B0338,False,,inconclusive,,inconclusive,1,X083,asymmetric_stress,0.8,0.5,32,7,7
H1,H1B0339,False,,supported,,supported,1,X084,asymmetric_stress,2.0,0.7,16,28,28
H1,H1B0340,False,,supported,,supported,1,X085,asymmetric_stress,2.0,0.3,16,14,21
H1,H1B0341,False,,inconclusive,,inconclusive,1,X086,asymmetric_stress,1.25,0.5,64,7,7
H1,H1B0342,False,,inconclusive,,inconclusive,1,X087,asymmetric_stress,1.25,0.9,16,28,28
H1,H1B0343,True,stage1_reversed,reversed,,reversed,1,X088,asymmetric_stress,4.0,0.7,32,21,14
H1,H1B0344,False,,supported,,supported,1,X089,asymmetric_stress,4.0,0.3,64,28,28
H1,H1B0345,True,stage1_reversed,reversed,,reversed,1,X090,asymmetric_stress,1.25,0.9,32,14,14
H1,H1B0346,False,,inconclusive,,inconclusive,1,X091,asymmetric_stress,2.0,0.3,64,14,14
H1,H1B0347,False,,inconclusive,,inconclusive,1,X092,asymmetric_stress,1.25,0.5,32,14,28
H1,H1B0348,False,,inactive,,inactive,1,X093,asymmetric_stress,1.25,0.9,16,14,14
H1,H1B0349,False,,inconclusive,,inconclusive,1,X094,asymmetric_stress,0.8,0.9,16,7,7
H1,H1B0350,False,,supported,,supported,1,X095,asymmetric_stress,2.0,0.7,32,14,14
H1,H1B0351,False,,supported,,supported,1,X096,asymmetric_stress,3.1,0.3,16,28,21
H1,H1B0352,False,,supported,,supported,1,X097,asymmetric_stress,3.1,0.5,16,21,21
H1,H1B0353,False,,inconclusive,,inconclusive,1,X098,asymmetric_stress,0.8,0.5,16,28,14
H1,H1B0354,False,,supported,,supported,1,X099,asymmetric_stress,2.0,0.5,32,14,14
H1,H1B0355,False,,supported,,supported,1,X100,asymmetric_stress,3.1,0.5,32,21,21
H1,H1B0356,False,,inconclusive,,inconclusive,1,X101,asymmetric_stress,3.1,0.9,16,28,28
H1,H1B0357,False,,supported,,supported,1,X102,asymmetric_stress,4.0,0.3,32,28,14
H1,H1B0358,True,stage1_reversed,reversed,,reversed,1,X103,asymmetric_stress,3.1,0.7,64,14,14
H1,H1B0359,False,,supported,,supported,1,X104,asymmetric_stress,3.1,0.5,32,28,21
H1,H1B0360,False,,supported,,supported,1,X105,asymmetric_stress,4.0,0.1,16,14,21
H1,H1B0361,False,,inconclusive,,inconclusive,1,X106,asymmetric_stress,0.8,0.5,64,14,28
H1,H1B0362,False,,inconclusive,,inconclusive,1,X107,asymmetric_stress,2.0,0.3,64,14,14
H1,H1B0363,False,,inconclusive,,inconclusive,1,X108,asymmetric_stress,0.8,0.5,32,28,7
H1,H1B0364,False,,supported,,supported,1,X109,asymmetric_stress,4.0,0.7,32,21,21
H1,H1B0365,False,,inconclusive,,inconclusive,1,X110,asymmetric_stress,2.0,0.1,16,21,21
H1,H1B0366,False,,supported,,supported,1,X111,asymmetric_stress,4.0,0.5,32,14,14
H1,H1B0367,False,,inconclusive,,inconclusive,1,X112,asymmetric_stress,0.8,0.7,16,28,14
H1,H1B0368,True,stage1_reversed,reversed,,reversed,1,X113,asymmetric_stress,2.0,0.7,16,21,21
H1,H1B0369,False,,inconclusive,,inconclusive,1,X114,asymmetric_stress,0.8,0.1,64,21,21
H1,H1B0370,True,stage1_reversed,reversed,,reversed,1,X115,asymmetric_stress,2.0,0.9,32,14,7
H1,H1B0371,False,,supported,,supported,1,X116,asymmetric_stress,2.0,0.3,16,28,28
H1,H1B0372,False,,supported,,supported,1,X117,asymmetric_stress,3.1,0.7,64,14,14
H1,H1B0373,False,,supported,,supported,1,X118,asymmetric_stress,4.0,0.5,16,14,14
H1,H1B0374,True,stage1_reversed,reversed,,reversed,1,X119,asymmetric_stress,4.0,0.7,32,7,7
H1,H1B0375,False,,supported,,supported,1,X120,asymmetric_stress,3.1,0.5,32,14,21
H1,H1B0376,False,,inconclusive,,inconclusive,1,X121,asymmetric_stress,0.8,0.3,32,28,14
H1,H1B0377,False,,supported,,supported,1,X122,asymmetric_stress,2.0,0.7,64,28,28
H1,H1B0378,False,,supported,,supported,1,X123,asymmetric_stress,3.1,0.3,32,14,14
H1,H1B0379,True,stage1_reversed,reversed,,reversed,1,X124,asymmetric_stress,3.1,0.9,64,14,28
H1,H1B0380,True,stage1_reversed,reversed,,reversed,1,X125,asymmetric_stress,1.25,0.7,16,14,28
H1,H1B0381,False,,inconclusive,,inconclusive,1,X126,asymmetric_stress,3.1,0.1,16,28,28
H1,H1B0382,False,,inconclusive,,inconclusive,1,X127,asymmetric_stress,0.8,0.1,32,28,28
H1,H1B0383,False,,inconclusive,,inconclusive,1,X128,asymmetric_stress,0.8,0.7,32,28,21
H2,H2B0001,True,uncertainty_limited_inconclusive,inconclusive,inconclusive,inconclusive,2,A001,anchor,0.8,0.1,16,14,14
H2,H2B0002,False,,inconclusive,,inconclusive,1,A002,anchor,0.8,0.3,32,14,14
H2,H2B0003,False,,inconclusive,,inconclusive,1,A003,anchor,0.8,0.5,64,14,14
H2,H2B0004,False,,supported,,supported,1,A004,anchor,1.25,0.7,16,14,14
H2,H2B0005,False,,supported,,supported,1,A005,anchor,1.25,0.9,32,14,14
H2,H2B0006,False,,supported,,supported,1,A006;X060,anchor,1.25,0.1,64,14,14
H2,H2B0007,False,,supported,,supported,1,A007,anchor,2.0,0.3,16,14,14
H2,H2B0008,False,,supported,,supported,1,A008;X099,anchor,2.0,0.5,32,14,14
H2,H2B0009,False,,supported,,supported,1,A009,anchor,2.0,0.7,64,14,14
H2,H2B0010,False,,inconclusive,,inconclusive,1,A010,anchor,3.1,0.9,16,14,14
H2,H2B0011,False,,supported,,supported,1,A011,anchor,3.1,0.1,32,14,14
H2,H2B0012,False,,supported,,supported,1,A012,anchor,3.1,0.3,64,14,14
H2,H2B0013,False,,supported,,supported,1,A013,anchor,4.0,0.5,16,14,14
H2,H2B0014,False,,supported,,supported,1,A014,anchor,4.0,0.7,32,14,14
H2,H2B0015,False,,inconclusive,,inconclusive,1,A015;X030,anchor,4.0,0.9,64,14,14
H2,H2B0016,False,,inconclusive,,inconclusive,1,A016,anchor,0.8,0.5,32,7,7
H2,H2B0017,False,,supported,,supported,1,A017,anchor,1.25,0.3,64,21,21
H2,H2B0018,False,,supported,,supported,1,A018,anchor,2.0,0.7,16,28,28
H2,H2B0019,False,,supported,,supported,1,A019,anchor,3.1,0.5,32,14,14
H2,H2B0020,False,,supported,,supported,1,A020,anchor,4.0,0.5,32,14,14
H2,H2B0021,False,,inconclusive,,inconclusive,1,A021,anchor,0.8,0.1,64,28,28
H2,H2B0022,False,,inconclusive,,inconclusive,1,A022,anchor,4.0,0.9,16,7,7
H2,H2B0023,False,,supported,,supported,1,A023,anchor,3.1,0.1,32,21,21
H2,H2B0024,False,,inconclusive,,inconclusive,1,A024,anchor,3.1,0.9,32,21,21
H2,H2B0025,False,,supported,,supported,1,A025,anchor,4.0,0.5,32,28,28
H2,H2B0026,False,,supported,,supported,1,A026,anchor,2.0,0.5,32,14,14
H2,H2B0027,False,,supported,,supported,1,A027,anchor,1.25,0.5,16,21,21
H2,H2B0028,False,,supported,,supported,1,A028,anchor,1.25,0.5,64,21,21
H2,H2B0029,False,,supported,,supported,1,A029,anchor,3.1,0.3,32,14,14
H2,H2B0030,False,,supported,,supported,1,A030,anchor,3.1,0.7,32,14,14
H2,H2B0031,False,,supported,,supported,1,A031,anchor,3.1,0.5,32,14,14
H2,H2B0032,False,,supported,,supported,1,A032,anchor,3.1,0.5,32,14,14
H2,H2B0033,False,,supported,,supported,1,S001,sobol_symmetric,3.1,0.3,16,21,21
H2,H2B0034,False,,supported,,supported,1,S002,sobol_symmetric,1.25,0.7,64,7,7
H2,H2B0035,False,,inconclusive,,inconclusive,1,S003,sobol_symmetric,2.0,0.1,16,28,28
H2,H2B0036,False,,inconclusive,,inconclusive,1,S004,sobol_symmetric,4.0,0.9,64,14,14
H2,H2B0037,False,,supported,,supported,1,S005,sobol_symmetric,3.1,0.1,64,14,14
H2,H2B0038,False,,inconclusive,,inconclusive,1,S006,sobol_symmetric,1.25,0.9,16,28,28
H2,H2B0039,False,,inconclusive,,inconclusive,1,S007;X083,sobol_symmetric,0.8,0.5,32,7,7
H2,H2B0040,False,,supported,,supported,1,S008,sobol_symmetric,3.1,0.7,32,21,21
H2,H2B0041,False,,supported,,supported,1,S009,sobol_symmetric,2.0,0.3,32,28,28
H2,H2B0042,False,,inconclusive,,inconclusive,1,S010,sobol_symmetric,0.8,0.9,32,14,14
H2,H2B0043,False,,inconclusive,,inconclusive,1,S011,sobol_symmetric,1.25,0.3,64,21,21
H2,H2B0044,False,,supported,,supported,1,S012,sobol_symmetric,4.0,0.7,16,7,7
H2,H2B0045,False,,supported,,supported,1,S013,sobol_symmetric,4.0,0.5,16,7,7
H2,H2B0046,False,,supported,,supported,1,S014,sobol_symmetric,2.0,0.5,64,21,21
H2,H2B0047,False,,inconclusive,,inconclusive,1,S015,sobol_symmetric,0.8,0.1,16,14,14
H2,H2B0048,False,,inconclusive,,inconclusive,1,S016,sobol_symmetric,3.1,0.9,64,28,28
H2,H2B0049,False,,supported,,supported,1,S017,sobol_symmetric,3.1,0.1,32,7,7
H2,H2B0050,False,,inconclusive,,inconclusive,1,S018,sobol_symmetric,0.8,0.9,32,21,21
H2,H2B0051,False,,supported,,supported,1,S019,sobol_symmetric,2.0,0.5,16,14,14
H2,H2B0052,False,,supported,,supported,1,S020,sobol_symmetric,4.0,0.5,64,28,28
H2,H2B0053,False,,supported,,supported,1,S021,sobol_symmetric,4.0,0.3,32,28,28
H2,H2B0054,False,,supported,,supported,1,S022,sobol_symmetric,1.25,0.7,16,14,14
H2,H2B0055,False,,inconclusive,,inconclusive,1,S023,sobol_symmetric,0.8,0.3,64,21,21
H2,H2B0056,False,,supported,,supported,1,S024,sobol_symmetric,2.0,0.7,16,7,7
H2,H2B0057,False,,supported,,supported,1,S025,sobol_symmetric,2.0,0.3,64,14,14
H2,H2B0058,False,,inconclusive,,inconclusive,1,S026,sobol_symmetric,0.8,0.5,16,28,28
H2,H2B0059,False,,supported,,supported,1,S027,sobol_symmetric,1.25,0.1,64,7,7
H2,H2B0060,False,,inconclusive,,inconclusive,1,S028;X023,sobol_symmetric,3.1,0.9,32,21,21
H2,H2B0061,False,,supported,,supported,1,S029,sobol_symmetric,4.0,0.1,16,21,21
H2,H2B0062,False,,supported,,supported,1,S030,sobol_symmetric,1.25,0.9,64,7,7
H2,H2B0063,False,,supported,,supported,1,S031,sobol_symmetric,1.25,0.3,32,28,28
H2,H2B0064,False,,supported,,supported,1,S032,sobol_symmetric,3.1,0.7,32,14,14
H2,H2B0065,False,,supported,,supported,1,S033,sobol_symmetric,3.1,0.1,64,7,7
H2,H2B0066,False,,inconclusive,,inconclusive,1,S034,sobol_symmetric,1.25,0.9,16,21,21
H2,H2B0067,False,,supported,,supported,1,S035,sobol_symmetric,1.25,0.3,32,14,14
H2,H2B0068,False,,supported,,supported,1,S036,sobol_symmetric,4.0,0.7,32,28,28
H2,H2B0069,False,,supported,,supported,1,S037,sobol_symmetric,3.1,0.5,16,28,28
H2,H2B0070,False,,supported,,supported,1,S038,sobol_symmetric,1.25,0.5,64,14,14
H2,H2B0071,False,,inconclusive,,inconclusive,1,S039,sobol_symmetric,0.8,0.1,16,21,21
H2,H2B0072,False,,inconclusive,,inconclusive,1,S040,sobol_symmetric,2.0,0.9,32,7,7
H2,H2B0073,False,,supported,,supported,1,S041,sobol_symmetric,2.0,0.3,16,14,14
H2,H2B0074,False,,inconclusive,,inconclusive,1,S042,sobol_symmetric,0.8,0.7,64,28,28
H2,H2B0075,False,,supported,,supported,1,S043,sobol_symmetric,1.25,0.3,16,7,7
H2,H2B0076,False,,inconclusive,,inconclusive,1,S044,sobol_symmetric,4.0,0.7,64,21,21
H2,H2B0077,False,,supported,,supported,1,S045,sobol_symmetric,4.0,0.1,32,21,21
H2,H2B0078,False,,inconclusive,,inconclusive,1,S046,sobol_symmetric,2.0,0.9,32,7,7
H2,H2B0079,False,,inconclusive,,inconclusive,1,S047,sobol_symmetric,0.8,0.5,64,28,28
H2,H2B0080,False,,supported,,supported,1,S048,sobol_symmetric,3.1,0.5,16,14,14
H2,H2B0081,False,,supported,,supported,1,S049,sobol_symmetric,3.1,0.5,64,21,21
H2,H2B0082,False,,inconclusive,,inconclusive,1,S050,sobol_symmetric,0.8,0.5,32,7,7
H2,H2B0083,False,,supported,,supported,1,S051,sobol_symmetric,2.0,0.1,64,28,28
H2,H2B0084,False,,inconclusive,,inconclusive,1,S052,sobol_symmetric,4.0,0.9,16,14,14
H2,H2B0085,False,,supported,,supported,1,S053,sobol_symmetric,4.0,0.1,32,14,14
H2,H2B0086,False,,supported,,supported,1,S054,sobol_symmetric,1.25,0.7,32,28,28
H2,H2B0087,False,,inconclusive,,inconclusive,1,S055,sobol_symmetric,0.8,0.3,16,7,7
H2,H2B0088,False,,supported,,supported,1,S056,sobol_symmetric,2.0,0.7,64,21,21
H2,H2B0089,False,,inconclusive,,inconclusive,1,S057,sobol_symmetric,3.1,0.1,16,28,28
H2,H2B0090,False,,inconclusive,,inconclusive,1,S058,sobol_symmetric,0.8,0.9,64,14,14
H2,H2B0091,False,,inconclusive,,inconclusive,1,S059,sobol_symmetric,1.25,0.3,32,21,21
H2,H2B0092,False,,supported,,supported,1,S060,sobol_symmetric,4.0,0.5,32,7,7
H2,H2B0093,False,,supported,,supported,1,S061,sobol_symmetric,4.0,0.3,64,7,7
H2,H2B0094,False,,supported,,supported,1,S062,sobol_symmetric,2.0,0.7,16,21,21
H2,H2B0095,False,,inconclusive,,inconclusive,1,S063;X065,sobol_symmetric,1.25,0.1,32,14,14
H2,H2B0096,False,,inconclusive,,inconclusive,1,S064;X101,sobol_symmetric,3.1,0.9,16,28,28
H2,H2B0097,False,,supported,,supported,1,S065,sobol_symmetric,3.1,0.1,64,14,14
H2,H2B0098,False,,supported,,supported,1,S066,sobol_symmetric,1.25,0.9,16,28,28
H2,H2B0099,False,,supported,,supported,1,S067,sobol_symmetric,2.0,0.5,64,7,7
H2,H2B0100,False,,inconclusive,,inconclusive,1,S068,sobol_symmetric,4.0,0.7,16,21,21
H2,H2B0101,False,,supported,,supported,1,S069,sobol_symmetric,4.0,0.3,32,21,21
H2,H2B0102,False,,supported,,supported,1,S070,sobol_symmetric,1.25,0.7,32,7,7
H2,H2B0103,False,,inconclusive,,inconclusive,1,S071,sobol_symmetric,0.8,0.1,16,28,28
H2,H2B0104,False,,inconclusive,,inconclusive,1,S072,sobol_symmetric,3.1,0.9,64,14,14
H2,H2B0105,False,,supported,,supported,1,S073,sobol_symmetric,2.0,0.5,16,7,7
H2,H2B0106,False,,inconclusive,,inconclusive,1,S074,sobol_symmetric,0.8,0.5,64,21,21
H2,H2B0107,False,,supported,,supported,1,S075,sobol_symmetric,1.25,0.1,32,14,14
H2,H2B0108,False,,inconclusive,,inconclusive,1,S076,sobol_symmetric,4.0,0.9,32,28,28
H2,H2B0109,False,,supported,,supported,1,S077,sobol_symmetric,4.0,0.3,64,28,28
H2,H2B0110,False,,supported,,supported,1,S078,sobol_symmetric,2.0,0.7,16,14,14
H2,H2B0111,False,,inconclusive,,inconclusive,1,S079,sobol_symmetric,0.8,0.3,64,21,21
H2,H2B0112,False,,supported,,supported,1,S080,sobol_symmetric,3.1,0.7,32,7,7
H2,H2B0113,False,,supported,,supported,1,S081,sobol_symmetric,3.1,0.3,64,28,28
H2,H2B0114,True,uncertainty_limited_inconclusive,inconclusive,,inconclusive,1,S082,sobol_symmetric,0.8,0.7,16,14,14
H2,H2B0115,False,,supported,,supported,1,S083,sobol_symmetric,2.0,0.1,32,21,21
H2,H2B0116,False,,supported,,supported,1,S084,sobol_symmetric,4.0,0.7,32,7,7
H2,H2B0117,False,,supported,,supported,1,S085,sobol_symmetric,4.0,0.1,16,7,7
H2,H2B0118,False,,supported,,supported,1,S086,sobol_symmetric,1.25,0.9,64,21,21
H2,H2B0119,False,,inconclusive,,inconclusive,1,S087,sobol_symmetric,0.8,0.5,32,14,14
H2,H2B0120,False,,supported,,supported,1,S088,sobol_symmetric,2.0,0.5,64,28,28
H2,H2B0121,False,,inconclusive,,inconclusive,1,S089,sobol_symmetric,2.0,0.1,16,21,21
H2,H2B0122,False,,inconclusive,,inconclusive,1,S090,sobol_symmetric,0.8,0.9,32,7,7
H2,H2B0123,False,,supported,,supported,1,S091,sobol_symmetric,1.25,0.3,16,28,28
H2,H2B0124,False,,supported,,supported,1,S092,sobol_symmetric,3.1,0.7,64,14,14
H2,H2B0125,False,,supported,,supported,1,S093,sobol_symmetric,4.0,0.3,32,14,14
H2,H2B0126,False,,supported,,supported,1,S094;X046,sobol_symmetric,2.0,0.5,32,28,28
H2,H2B0127,False,,inconclusive,,inconclusive,1,S095,sobol_symmetric,1.25,0.1,64,7,7
H2,H2B0128,False,,inconclusive,,inconclusive,1,S096;X067,sobol_symmetric,3.1,0.9,16,21,21
H2,H2B0129,False,,supported,,supported,1,S097,sobol_symmetric,3.1,0.5,32,28,28
H2,H2B0130,False,,inconclusive,,inconclusive,1,S098;X032,sobol_symmetric,0.8,0.7,32,14,14
H2,H2B0131,False,,inconclusive,,inconclusive,1,S099,sobol_symmetric,1.25,0.1,16,21,21
H2,H2B0132,False,,inconclusive,,inconclusive,1,S100,sobol_symmetric,4.0,0.9,64,7,7
H2,H2B0133,False,,supported,,supported,1,S101,sobol_symmetric,3.1,0.1,64,7,7
H2,H2B0134,False,,supported,,supported,1,S102,sobol_symmetric,1.25,0.9,16,21,21
H2,H2B0135,False,,inconclusive,,inconclusive,1,S103,sobol_symmetric,0.8,0.3,64,14,14
H2,H2B0136,False,,supported,,supported,1,S104,sobol_symmetric,2.0,0.7,16,28,28
H2,H2B0137,False,,supported,,supported,1,S105,sobol_symmetric,2.0,0.1,64,21,21
H2,H2B0138,False,,inconclusive,,inconclusive,1,S106,sobol_symmetric,0.8,0.9,16,7,7
H2,H2B0139,False,,inconclusive,,inconclusive,1,S107,sobol_symmetric,1.25,0.5,32,28,28
H2,H2B0140,False,,supported,,supported,1,S108,sobol_symmetric,4.0,0.5,16,14,14
H2,H2B0141,False,,supported,,supported,1,S109,sobol_symmetric,4.0,0.3,16,14,14
H2,H2B0142,False,,supported,,supported,1,S110,sobol_symmetric,2.0,0.7,64,28,28
H2,H2B0143,False,,inconclusive,,inconclusive,1,S111,sobol_symmetric,0.8,0.3,32,7,7
H2,H2B0144,False,,inconclusive,,inconclusive,1,S112,sobol_symmetric,3.1,0.9,32,21,21
H2,H2B0145,False,,supported,,supported,1,S113,sobol_symmetric,3.1,0.3,16,14,14
H2,H2B0146,False,,inconclusive,,inconclusive,1,S114,sobol_symmetric,0.8,0.7,64,28,28
H2,H2B0147,False,,supported,,supported,1,S115,sobol_symmetric,2.0,0.3,16,7,7
H2,H2B0148,False,,supported,,supported,1,S116;X109,sobol_symmetric,4.0,0.7,32,21,21
H2,H2B0149,False,,supported,,supported,1,S117,sobol_symmetric,4.0,0.5,64,21,21
H2,H2B0150,False,,supported,,supported,1,S118,sobol_symmetric,1.25,0.5,16,7,7
H2,H2B0151,False,,inconclusive,,inconclusive,1,S119,sobol_symmetric,0.8,0.1,32,28,28
H2,H2B0152,False,,inconclusive,,inconclusive,1,S120,sobol_symmetric,2.0,0.9,32,14,14
H2,H2B0153,False,,supported,,supported,1,S121,sobol_symmetric,3.1,0.3,32,7,7
H2,H2B0154,False,,inconclusive,,inconclusive,1,S122;X043,sobol_symmetric,0.8,0.7,32,21,21
H2,H2B0155,False,,supported,,supported,1,S123,sobol_symmetric,1.25,0.1,64,14,14
H2,H2B0156,False,,inconclusive,,inconclusive,1,S124,sobol_symmetric,3.1,0.9,16,28,28
H2,H2B0157,False,,supported,,supported,1,S125;X059;X072,sobol_symmetric,4.0,0.1,32,28,28
H2,H2B0158,False,,inconclusive,,inconclusive,1,S126,sobol_symmetric,2.0,0.9,64,14,14
H2,H2B0159,False,,supported,,supported,1,S127,sobol_symmetric,1.25,0.3,16,21,21
H2,H2B0160,False,,supported,,supported,1,S128,sobol_symmetric,3.1,0.5,64,7,7
H2,H2B0161,False,,supported,,supported,1,S129,sobol_symmetric,3.1,0.3,32,21,21
H2,H2B0162,False,,supported,,supported,1,S130,sobol_symmetric,1.25,0.7,64,7,7
H2,H2B0163,False,,supported,,supported,1,S131,sobol_symmetric,2.0,0.3,16,28,28
H2,H2B0164,False,,supported,,supported,1,S132,sobol_symmetric,4.0,0.7,64,14,14
H2,H2B0165,False,,supported,,supported,1,S133,sobol_symmetric,3.1,0.5,32,14,14
H2,H2B0166,False,,supported,,supported,1,S134,sobol_symmetric,1.25,0.5,32,28,28
H2,H2B0167,False,,inconclusive,,inconclusive,1,S135,sobol_symmetric,0.8,0.1,64,7,7
H2,H2B0168,False,,inconclusive,,inconclusive,1,S136,sobol_symmetric,3.1,0.9,16,21,21
