hypothesis,background_id,selected_for_stage2,selection_reason,stage1_classification,stage2_classification,final_classification,stage_used,source_scenario_ids,scenario_type,rho,class1_share,slots_per_day,horizon_class1,horizon_class2
H8,H8B0150,False,,inactive,,inactive,1,S119,sobol_symmetric,0.8,0.1,32,28,28
H8,H8B0151,True,stage1_reversed,reversed,,reversed,1,S120,sobol_symmetric,2.0,0.9,32,14,14
H8,H8B0152,True,stage1_reversed,reversed,,reversed,1,S121;X012,sobol_symmetric,3.1,0.3,32,7,7
H8,H8B0153,False,,inactive,,inactive,1,S122;X043,sobol_symmetric,0.8,0.7,32,21,21
H8,H8B0154,False,,inactive,,inactive,1,S123,sobol_symmetric,1.25,0.1,64,14,14
H8,H8B0155,False,,inactive,,inactive,1,S124,sobol_symmetric,3.1,0.9,16,28,28
H8,H8B0156,False,,inactive,,inactive,1,S125;X020;X072,sobol_symmetric,4.0,0.1,32,28,28
H8,H8B0157,True,stage1_reversed,reversed,,reversed,1,S126,sobol_symmetric,2.0,0.9,64,14,14
H8,H8B0158,True,uncertainty_limited_inconclusive,inconclusive,,inconclusive,1,S127,sobol_symmetric,1.25,0.3,16,21,21
H8,H8B0159,True,stage1_reversed,reversed,,reversed,1,S128,sobol_symmetric,3.1,0.5,64,7,7
H8,H8B0160,False,,inactive,,inactive,1,S129,sobol_symmetric,3.1,0.3,32,21,21
H8,H8B0161,False,,inactive,,inactive,1,S130,sobol_symmetric,1.25,0.7,64,7,7
H8,H8B0162,False,,inactive,,inactive,1,S131,sobol_symmetric,2.0,0.3,16,28,28
H8,H8B0163,False,,inconclusive,,inconclusive,1,S132,sobol_symmetric,4.0,0.7,64,14,14
H8,H8B0164,False,,inconclusive,,inconclusive,1,S133,sobol_symmetric,3.1,0.5,32,14,14
H8,H8B0165,False,,inactive,,inactive,1,S134,sobol_symmetric,1.25,0.5,32,28,28
H8,H8B0166,False,,inactive,,inactive,1,S135,sobol_symmetric,0.8,0.1,64,7,7
H8,H8B0167,False,,inactive,,inactive,1,S136,sobol_symmetric,3.1,0.9,16,21,21
H8,H8B0168,False,,inactive,,inactive,1,S137,sobol_symmetric,2.0,0.3,64,28,28
H8,H8B0169,False,,inactive,,inactive,1,S138,sobol_symmetric,0.8,0.7,16,14,14
H8,H8B0170,False,,inactive,,inactive,1,S139;X004,sobol_symmetric,1.25,0.1,32,21,21
H8,H8B0171,False,,inconclusive,,inconclusive,1,S140,sobol_symmetric,4.0,0.9,32,7,7
H8,H8B0172,True,stage1_reversed,reversed,,reversed,1,S141,sobol_symmetric,4.0,0.1,16,7,7
H8,H8B0173,False,,inconclusive,,inconclusive,1,S142,sobol_symmetric,2.0,0.9,64,21,21
H8,H8B0174,False,,inactive,,inactive,1,S143,sobol_symmetric,0.8,0.5,16,14,14
H8,H8B0175,True,stage1_reversed,reversed,,reversed,1,S144,sobol_symmetric,3.1,0.5,32,28,28
H8,H8B0176,False,,inconclusive,,inconclusive,1,S145,sobol_symmetric,3.1,0.3,16,7,7
H8,H8B0177,False,,inactive,,inactive,1,S146,sobol_symmetric,0.8,0.5,64,21,21
H8,H8B0178,True,stage1_reversed,reversed,,reversed,1,S147,sobol_symmetric,2.0,0.1,32,14,14
H8,H8B0179,False,,inactive,,inactive,1,S148,sobol_symmetric,4.0,0.9,32,28,28
H8,H8B0180,False,,inactive,,inactive,1,S149,sobol_symmetric,4.0,0.1,64,28,28
H8,H8B0181,False,,inactive,,inactive,1,S150,sobol_symmetric,1.25,0.9,16,14,14
H8,H8B0182,False,,inactive,,inactive,1,S151,sobol_symmetric,0.8,0.3,64,21,21
H8,H8B0183,False,,inconclusive,,inconclusive,1,S152,sobol_symmetric,2.0,0.7,16,7,7
H8,H8B0184,False,,inactive,,inactive,1,S153,sobol_symmetric,2.0,0.1,64,14,14
H8,H8B0185,False,,inactive,,inactive,1,S154,sobol_symmetric,0.8,0.9,32,28,28
H8,H8B0186,False,,inconclusive,,inconclusive,1,S155,sobol_symmetric,1.25,0.5,64,7,7
H8,H8B0187,False,,inactive,,inactive,1,S156,sobol_symmetric,3.1,0.5,16,21,21
H8,H8B0188,False,,inactive,,inactive,1,S157,sobol_symmetric,4.0,0.3,32,21,21
H8,H8B0189,False,,inactive,,inactive,1,S158,sobol_symmetric,1.25,0.7,32,7,7
H8,H8B0190,False,,inactive,,inactive,1,S159,sobol_symmetric,0.8,0.3,16,28,28
H8,H8B0191,False,,inactive,,inactive,1,S160;X117,sobol_symmetric,3.1,0.7,64,14,14
H8,H8B0192,False,,inactive,,inactive,1,S161;X029,sobol_symmetric,3.1,0.3,32,7,7
H8,H8B0193,False,,inactive,,inactive,1,S162,sobol_symmetric,1.25,0.7,32,21,21
H8,H8B0194,False,,inactive,,inactive,1,S163,sobol_symmetric,2.0,0.3,64,14,14
H8,H8B0195,False,,inconclusive,,inconclusive,1,S164,sobol_symmetric,4.0,0.7,16,28,28
H8,H8B0196,False,,inconclusive,,inconclusive,1,S165,sobol_symmetric,3.1,0.1,16,28,28
H8,H8B0197,False,,inactive,,inactive,1,S166,sobol_symmetric,1.25,0.9,32,14,14
H8,H8B0198,False,,inactive,,inactive,1,S167,sobol_symmetric,0.8,0.5,16,21,21
H8,H8B0199,False,,inactive,,inactive,1,S168,sobol_symmetric,2.0,0.5,64,7,7
H8,H8B0200,False,,inactive,,inactive,1,S169,sobol_symmetric,2.0,0.1,16,14,14
H8,H8B0201,False,,inactive,,inactive,1,S170,sobol_symmetric,0.8,0.9,64,28,28
H8,H8B0202,False,,inactive,,inactive,1,S171,sobol_symmetric,1.25,0.3,32,7,7
H8,H8B0203,False,,inactive,,inactive,1,S172,sobol_symmetric,4.0,0.7,64,21,21
H8,H8B0204,False,,inactive,,inactive,1,S173,sobol_symmetric,4.0,0.5,64,21,21
H8,H8B0205,False,,inconclusive,,inconclusive,1,S174,sobol_symmetric,2.0,0.7,16,7,7
H8,H8B0206,False,,inactive,,inactive,1,S175,sobol_symmetric,0.8,0.1,32,28,28
H8,H8B0207,False,,inactive,,inactive,1,S176,sobol_symmetric,3.1,0.9,32,14,14
H8,H8B0208,False,,inconclusive,,inconclusive,1,S177,sobol_symmetric,3.1,0.1,64,21,21
H8,H8B0209,False,,inactive,,inactive,1,S178,sobol_symmetric,0.8,0.9,16,7,7
H8,H8B0210,False,,inactive,,inactive,1,S179,sobol_symmetric,2.0,0.5,64,28,28
H8,H8B0211,False,,inactive,,inactive,1,S180,sobol_symmetric,4.0,0.5,16,14,14
H8,H8B0212,False,,inactive,,inactive,1,S181,sobol_symmetric,4.0,0.3,16,14,14
H8,H8B0213,False,,inactive,,inactive,1,S182,sobol_symmetric,1.25,0.7,64,28,28
H8,H8B0214,False,,inactive,,inactive,1,S183,sobol_symmetric,0.8,0.1,32,7,7
H8,H8B0215,True,stage1_reversed,reversed,,reversed,1,S184,sobol_symmetric,2.0,0.9,32,21,21
H8,H8B0216,False,,inactive,,inactive,1,S185,sobol_symmetric,3.1,0.5,32,28,28
H8,H8B0217,False,,inactive,,inactive,1,S186,sobol_symmetric,0.8,0.5,32,14,14
H8,H8B0218,True,uncertainty_limited_inconclusive,inconclusive,,inconclusive,1,S187,sobol_symmetric,1.25,0.1,16,21,21
H8,H8B0219,False,,inconclusive,,inconclusive,1,S188,sobol_symmetric,3.1,0.9,64,7,7
H8,H8B0220,True,stage1_reversed,reversed,,reversed,1,S189,sobol_symmetric,4.0,0.3,64,7,7
H8,H8B0221,False,,supported,,supported,1,S190;X057,sobol_symmetric,2.0,0.7,16,21,21
H8,H8B0222,False,,inactive,,inactive,1,S191,sobol_symmetric,1.25,0.3,64,14,14
H8,H8B0223,False,,inconclusive,,inconclusive,1,S192;X066,sobol_symmetric,3.1,0.7,16,28,28
H8,H8B0224,True,stage1_reversed,reversed,,reversed,1,S193,sobol_symmetric,3.1,0.5,64,14,14
H8,H8B0225,False,,supported,,supported,1,S194,sobol_symmetric,1.25,0.5,16,28,28
H8,H8B0226,True,stage1_reversed,reversed,,reversed,1,S195,sobol_symmetric,2.0,0.1,32,7,7
H8,H8B0227,True,stage1_reversed,reversed,,reversed,1,S196,sobol_symmetric,4.0,0.9,16,21,21
H8,H8B0228,True,stage1_reversed,reversed,,reversed,1,S197,sobol_symmetric,4.0,0.3,16,21,21
H8,H8B0229,False,,inactive,,inactive,1,S198,sobol_symmetric,1.25,0.9,64,7,7
H8,H8B0230,False,,inactive,,inactive,1,S199,sobol_symmetric,0.8,0.3,32,28,28
H8,H8B0231,True,stage1_reversed,reversed,,reversed,1,S200,sobol_symmetric,3.1,0.7,32,14,14
H8,H8B0232,False,,inactive,,inactive,1,S201,sobol_symmetric,2.0,0.1,32,7,7
H8,H8B0233,False,,inactive,,inactive,1,S202,sobol_symmetric,0.8,0.9,32,21,21
H8,H8B0234,False,,inactive,,inactive,1,S203,sobol_symmetric,1.25,0.5,16,14,14
H8,H8B0235,True,stage1_reversed,reversed,,reversed,1,S204,sobol_symmetric,4.0,0.7,64,28,28
H8,H8B0236,False,,supported,,supported,1,S205;X089,sobol_symmetric,4.0,0.3,64,28,28
H8,H8B0237,False,,inactive,,inactive,1,S206,sobol_symmetric,2.0,0.7,32,14,14
H8,H8B0238,False,,inactive,,inactive,1,S207,sobol_symmetric,0.8,0.1,64,21,21
H8,H8B0239,False,,inactive,,inactive,1,S208,sobol_symmetric,3.1,0.9,16,7,7
H8,H8B0240,False,,inactive,,inactive,1,S209;X045,sobol_symmetric,3.1,0.1,32,28,28
H8,H8B0241,False,,inactive,,inactive,1,S210,sobol_symmetric,0.8,0.9,32,14,14
H8,H8B0242,False,,inactive,,inactive,1,S211,sobol_symmetric,2.0,0.3,64,21,21
H8,H8B0243,True,stage1_reversed,reversed,,reversed,1,S212,sobol_symmetric,4.0,0.7,16,7,7
H8,H8B0244,True,stage1_reversed,reversed,,reversed,1,S213,sobol_symmetric,4.0,0.3,32,7,7
H8,H8B0245,False,,supported,,supported,1,S214,sobol_symmetric,1.25,0.5,64,21,21
H8,H8B0246,False,,inactive,,inactive,1,S215,sobol_symmetric,0.8,0.1,16,14,14
H8,H8B0247,False,,inactive,,inactive,1,S216,sobol_symmetric,2.0,0.9,64,28,28
H8,H8B0248,True,stage1_reversed,reversed,,reversed,1,S217,sobol_symmetric,2.0,0.3,16,21,21
H8,H8B0249,False,,inactive,,inactive,1,S218,sobol_symmetric,0.8,0.7,64,7,7
H8,H8B0250,False,,inactive,,inactive,1,S219,sobol_symmetric,1.25,0.3,16,28,28
H8,H8B0251,False,,inactive,,inactive,1,S220,sobol_symmetric,3.1,0.7,64,14,14
H8,H8B0252,False,,inactive,,inactive,1,S221,sobol_symmetric,4.0,0.1,64,14,14
H8,H8B0253,False,,inactive,,inactive,1,S222;X087,sobol_symmetric,1.25,0.9,16,28,28
H8,H8B0254,False,,inactive,,inactive,1,S223,sobol_symmetric,1.25,0.5,32,7,7
H8,H8B0255,True,stage1_reversed,reversed,,reversed,1,S224,sobol_symmetric,3.1,0.5,32,21,21
H8,H8B0256,True,stage1_reversed,reversed,,reversed,1,X001,asymmetric_stress,4.0,0.3,32,21,21
H8,H8B0257,False,,inactive,,inactive,1,X002,asymmetric_stress,1.25,0.5,64,21,21
H8,H8B0258,False,,inconclusive,,inconclusive,1,X003,asymmetric_stress,1.25,0.1,32,14,14
H8,H8B0259,True,stage1_reversed,reversed,,reversed,1,X005,asymmetric_stress,4.0,0.5,32,21,28
H8,H8B0260,True,stage1_reversed,reversed,,reversed,1,X006,asymmetric_stress,2.0,0.1,32,7,21
H8,H8B0261,False,,inactive,,inactive,1,X007,asymmetric_stress,2.0,0.5,32,14,28
H8,H8B0262,True,stage1_reversed,reversed,,reversed,1,X008,asymmetric_stress,3.1,0.1,32,14,14
H8,H8B0263,False,,inactive,,inactive,1,X009,asymmetric_stress,0.8,0.1,16,28,28
H8,H8B0264,False,,inactive,,inactive,1,X011,asymmetric_stress,0.8,0.9,32,21,21
H8,H8B0265,False,,inactive,,inactive,1,X013,asymmetric_stress,0.8,0.5,32,14,21
H8,H8B0266,False,,inactive,,inactive,1,X014,asymmetric_stress,2.0,0.7,16,21,28
H8,H8B0267,False,,inactive,,inactive,1,X015,asymmetric_stress,1.25,0.5,16,14,14
H8,H8B0268,False,,inactive,,inactive,1,X016,asymmetric_stress,1.25,0.3,16,28,28
H8,H8B0269,False,,inactive,,inactive,1,X017,asymmetric_stress,2.0,0.5,32,14,14
H8,H8B0270,False,,inactive,,inactive,1,X018,asymmetric_stress,1.25,0.9,64,7,7
H8,H8B0271,False,,inactive,,inactive,1,X019,asymmetric_stress,1.25,0.1,64,14,14
H8,H8B0272,False,,inconclusive,,inconclusive,1,X021,asymmetric_stress,3.1,0.9,16,28,21
H8,H8B0273,False,,inactive,,inactive,1,X022,asymmetric_stress,0.8,0.5,32,7,7
H8,H8B0274,False,,inconclusive,,inconclusive,1,X023,asymmetric_stress,3.1,0.9,32,21,21
H8,H8B0275,False,,inactive,,inactive,1,X024,asymmetric_stress,0.8,0.5,32,14,14
H8,H8B0276,False,,inactive,,inactive,1,X025,asymmetric_stress,1.25,0.1,32,14,21
H8,H8B0277,False,,inactive,,inactive,1,X026,asymmetric_stress,3.1,0.7,32,28,14
H8,H8B0278,True,stage1_reversed,reversed,,reversed,1,X027,asymmetric_stress,4.0,0.7,32,21,7
H8,H8B0279,False,,inactive,,inactive,1,X028,asymmetric_stress,3.1,0.9,64,28,14
H8,H8B0280,False,,inconclusive,,inconclusive,1,X030,asymmetric_stress,4.0,0.9,64,14,14
H8,H8B0281,False,,inactive,,inactive,1,X032,asymmetric_stress,0.8,0.7,32,14,14
H8,H8B0282,False,,inactive,,inactive,1,X033,asymmetric_stress,1.25,0.3,64,14,14
H8,H8B0283,False,,inactive,,inactive,1,X034,asymmetric_stress,1.25,0.9,16,28,28
H8,H8B0284,False,,inactive,,inactive,1,X035,asymmetric_stress,0.8,0.1,16,28,28
H8,H8B0285,False,,inactive,,inactive,1,X037,asymmetric_stress,3.1,0.1,64,14,14
H8,H8B0286,False,,inactive,,inactive,1,X038,asymmetric_stress,0.8,0.1,64,28,28
H8,H8B0287,True,stage1_reversed,reversed,,reversed,1,X040,asymmetric_stress,3.1,0.5,32,14,21
H8,H8B0288,False,,inactive,,inactive,1,X041,asymmetric_stress,0.8,0.9,64,28,28
H8,H8B0289,False,,inactive,,inactive,1,X042,asymmetric_stress,0.8,0.5,16,21,21
H8,H8B0290,False,,inactive,,inactive,1,X044,asymmetric_stress,4.0,0.3,32,28,21
H8,H8B0291,False,,inactive,,inactive,1,X046,asymmetric_stress,2.0,0.5,32,28,28
H8,H8B0292,False,,inactive,,inactive,1,X047,asymmetric_stress,1.25,0.3,16,28,21
H8,H8B0293,True,stage1_reversed,reversed,,reversed,1,X048,asymmetric_stress,4.0,0.3,32,14,14
H8,H8B0294,True,stage1_reversed,reversed,,reversed,1,X049,asymmetric_stress,4.0,0.3,16,14,21
H8,H8B0295,False,,inactive,,inactive,1,X050,asymmetric_stress,3.1,0.9,16,21,28
H8,H8B0296,False,,inconclusive,,inconclusive,1,X051,asymmetric_stress,1.25,0.1,16,14,21
H8,H8B0297,True,stage1_reversed,reversed,,reversed,1,X052,asymmetric_stress,4.0,0.7,32,21,14
H8,H8B0298,False,,supported,,supported,1,X054,asymmetric_stress,1.25,0.5,16,21,21
H8,H8B0299,True,stage1_reversed,reversed,,reversed,1,X055,asymmetric_stress,4.0,0.3,64,7,7
H8,H8B0300,False,,inactive,,inactive,1,X056,asymmetric_stress,1.25,0.1,64,7,14
H8,H8B0301,False,,inactive,,inactive,1,X058,asymmetric_stress,3.1,0.9,64,28,28
H8,H8B0302,False,,inactive,,inactive,1,X059,asymmetric_stress,4.0,0.1,32,28,28
H8,H8B0303,False,,inactive,,inactive,1,X060,asymmetric_stress,1.25,0.1,64,14,14
H8,H8B0304,False,,inactive,,inactive,1,X061,asymmetric_stress,2.0,0.9,64,14,28
H8,H8B0305,False,,inconclusive,,inconclusive,1,X062,asymmetric_stress,4.0,0.5,16,14,14
H8,H8B0306,False,,inactive,,inactive,1,X063,asymmetric_stress,0.8,0.3,64,21,21
H8,H8B0307,False,,inconclusive,,inconclusive,1,X064,asymmetric_stress,4.0,0.7,16,7,7
H8,H8B0308,False,,inactive,,inactive,1,X067,asymmetric_stress,3.1,0.9,16,21,21
H8,H8B0309,False,,inactive,,inactive,1,X068,asymmetric_stress,2.0,0.9,64,28,21
H8,H8B0310,False,,inactive,,inactive,1,X069,asymmetric_stress,0.8,0.9,16,7,7
H8,H8B0311,False,,inactive,,inactive,1,X070,asymmetric_stress,4.0,0.3,16,14,14
H8,H8B0312,True,stage1_reversed,reversed,,reversed,1,X071,asymmetric_stress,1.25,0.3,16,21,21
H8,H8B0313,False,,inconclusive,,inconclusive,1,X073,asymmetric_stress,4.0,0.7,32,28,7
H8,H8B0314,False,,inactive,,inactive,1,X074,asymmetric_stress,2.0,0.7,32,14,28
H8,H8B0315,False,,inactive,,inactive,1,X075,asymmetric_stress,3.1,0.7,64,14,14
H8,H8B0316,False,,inactive,,inactive,1,X076,asymmetric_stress,0.8,0.9,16,7,14
H8,H8B0317,False,,inconclusive,,inconclusive,1,X077,asymmetric_stress,4.0,0.5,16,7,7
H8,H8B0318,True,stage1_reversed,reversed,,reversed,1,X079,asymmetric_stress,3.1,0.5,64,28,7
H8,H8B0319,True,stage1_reversed,reversed,,reversed,1,X080,asymmetric_stress,2.0,0.5,32,14,28
H8,H8B0320,False,,inactive,,inactive,1,X082,asymmetric_stress,4.0,0.3,32,28,21
H8,H8B0321,False,,inactive,,inactive,1,X084,asymmetric_stress,2.0,0.7,16,28,28
H8,H8B0322,True,stage1_reversed,reversed,,reversed,1,X085,asymmetric_stress,2.0,0.3,16,14,21
H8,H8B0323,False,,supported,,supported,1,X086,asymmetric_stress,1.25,0.5,64,7,7
H8,H8B0324,True,stage1_reversed,reversed,,reversed,1,X088,asymmetric_stress,4.0,0.7,32,21,14
H8,H8B0325,False,,inactive,,inactive,1,X090,asymmetric_stress,1.25,0.9,32,14,14
H8,H8B0326,True,stage1_reversed,reversed,,reversed,1,X091,asymmetric_stress,2.0,0.3,64,14,14
H8,H8B0327,False,,inactive,,inactive,1,X092,asymmetric_stress,1.25,0.5,32,14,28
H8,H8B0328,False,,inactive,,inactive,1,X093,asymmetric_stress,1.25,0.9,16,14,14
H8,H8B0329,False,,inactive,,inactive,1,X094,asymmetric_stress,0.8,0.9,16,7,7
H8,H8B0330,False,,inactive,,inactive,1,X095,asymmetric_stress,2.0,0.7,32,14,14
H8,H8B0331,False,,inactive,,inactive,1,X096,asymmetric_stress,3.1,0.3,16,28,21
H8,H8B0332,False,,inactive,,inactive,1,X097,asymmetric_stress,3.1,0.5,16,21,21
H8,H8B0333,False,,inactive,,inactive,1,X098,asymmetric_stress,0.8,0.5,16,28,14
H8,H8B0334,False,,inactive,,inactive,1,X099,asymmetric_stress,2.0,0.5,32,14,14
H8,H8B0335,False,,inconclusive,,inconclusive,1,X100,asymmetric_stress,3.1,0.5,32,21,21
H8,H8B0336,True,stage1_reversed,reversed,,reversed,1,X102,asymmetric_stress,4.0,0.3,32,28,14
H8,H8B0337,True,stage1_reversed,reversed,,reversed,1,X103,asymmetric_stress,3.1,0.7,64,14,14
H8,H8B0338,False,,inactive,,inactive,1,X104,asymmetric_stress,3.1,0.5,32,28,21
H8,H8B0339,False,,inconclusive,,inconclusive,1,X105,asymmetric_stress,4.0,0.1,16,14,21
H8,H8B0340,False,,inactive,,inactive,1,X106,asymmetric_stress,0.8,0.5,64,14,28
H8,H8B0341,False,,inactive,,inactive,1,X107,asymmetric_stress,2.0,0.3,64,14,14
H8,H8B0342,False,,inactive,,inactive,1,X108,asymmetric_stress,0.8,0.5,32,28,7
H8,H8B0343,False,,inconclusive,,inconclusive,1,X109,asymmetric_stress,4.0,0.7,32,21,21
H8,H8B0344,False,,inconclusive,,inconclusive,1,X111,asymmetric_stress,4.0,0.5,32,14,14
H8,H8B0345,False,,inactive,,inactive,1,X112,asymmetric_stress,0.8,0.7,16,28,14
H8,H8B0346,False,,inactive,,inactive,1,X113,asymmetric_stress,2.0,0.7,16,21,21
H8,H8B0347,False,,inactive,,inactive,1,X114,asymmetric_stress,0.8,0.1,64,21,21
H8,H8B0348,False,,inconclusive,,inconclusive,1,X115,asymmetric_stress,2.0,0.9,32,14,7
H8,H8B0349,False,,inactive,,inactive,1,X116,asymmetric_stress,2.0,0.3,16,28,28
H8,H8B0350,False,,inactive,,inactive,1,X118,asymmetric_stress,4.0,0.5,16,14,14
H8,H8B0351,True,stage1_reversed,reversed,,reversed,1,X119,asymmetric_stress,4.0,0.7,32,7,7
H8,H8B0352,False,,inactive,,inactive,1,X120,asymmetric_stress,3.1,0.5,32,14,21
H8,H8B0353,False,,inactive,,inactive,1,X121,asymmetric_stress,0.8,0.3,32,28,14
H8,H8B0354,False,,inactive,,inactive,1,X122,asymmetric_stress,2.0,0.7,64,28,28
H8,H8B0355,False,,inconclusive,,inconclusive,1,X123,asymmetric_stress,3.1,0.3,32,14,14
H8,H8B0356,False,,inactive,,inactive,1,X124,asymmetric_stress,3.1,0.9,64,14,28
H8,H8B0357,False,,inactive,,inactive,1,X125,asymmetric_stress,1.25,0.7,16,14,28
H8,H8B0358,False,,inconclusive,,inconclusive,1,X126,asymmetric_stress,3.1,0.1,16,28,28
H8,H8B0359,False,,inactive,,inactive,1,X127,asymmetric_stress,0.8,0.1,32,28,28
H8,H8B0360,False,,inactive,,inactive,1,X128,asymmetric_stress,0.8,0.7,32,28,21
H9,H9B0001,False,,inactive,,inactive,1,A001,anchor,0.8,0.1,16,14,14
H9,H9B0002,False,,inactive,,inactive,1,A002,anchor,0.8,0.3,32,14,14
H9,H9B0003,False,,inactive,,inactive,1,A003,anchor,0.8,0.5,64,14,14
H9,H9B0004,False,,inactive,,inactive,1,A004,anchor,1.25,0.7,16,14,14
H9,H9B0005,False,,inactive,,inactive,1,A005,anchor,1.25,0.9,32,14,14
H9,H9B0006,False,,inactive,,inactive,1,A006,anchor,1.25,0.1,64,14,14
H9,H9B0007,False,,supported,,supported,1,A007,anchor,2.0,0.3,16,14,14
H9,H9B0008,False,,supported,,supported,1,A008,anchor,2.0,0.5,32,14,14
H9,H9B0009,False,,supported,,supported,1,A009,anchor,2.0,0.7,64,14,14
H9,H9B0010,False,,supported,,supported,1,A010,anchor,3.1,0.9,16,14,14
H9,H9B0011,False,,supported,,supported,1,A011,anchor,3.1,0.1,32,14,14
H9,H9B0012,False,,supported,,supported,1,A012,anchor,3.1,0.3,64,14,14
H9,H9B0013,False,,supported,,supported,1,A013,anchor,4.0,0.5,16,14,14
H9,H9B0014,False,,supported,,supported,1,A014,anchor,4.0,0.7,32,14,14
H9,H9B0015,False,,supported,,supported,1,A015,anchor,4.0,0.9,64,14,14
H9,H9B0016,False,,inactive,,inactive,1,A016;S050,anchor,0.8,0.5,32,7,7
H9,H9B0017,False,,inactive,,inactive,1,A017,anchor,1.25,0.3,64,21,21
H9,H9B0018,False,,inactive,,inactive,1,A018,anchor,2.0,0.7,16,28,28
H9,H9B0019,False,,supported,,supported,1,A019,anchor,3.1,0.5,32,14,14
H9,H9B0020,False,,inactive,,inactive,1,A020,anchor,4.0,0.5,32,14,14
H9,H9B0021,False,,inactive,,inactive,1,A021,anchor,0.8,0.1,64,28,28
H9,H9B0022,False,,inactive,,inactive,1,A022,anchor,4.0,0.9,16,7,7
H9,H9B0023,False,,inactive,,inactive,1,A023,anchor,3.1,0.1,32,21,21
H9,H9B0024,False,,inactive,,inactive,1,A024,anchor,3.1,0.9,32,21,21
H9,H9B0025,False,,supported,,supported,1,A025,anchor,4.0,0.5,32,28,28
H9,H9B0026,False,,inactive,,inactive,1,A026,anchor,2.0,0.5,32,14,14
H9,H9B0027,False,,inactive,,inactive,1,A027,anchor,1.25,0.5,16,21,21
H9,H9B0028,False,,inactive,,inactive,1,A028,anchor,1.25,0.5,64,21,21
H9,H9B0029,False,,inactive,,inactive,1,A029,anchor,3.1,0.3,32,14,14
H9,H9B0030,False,,supported,,supported,1,A030,anchor,3.1,0.7,32,14,14
H9,H9B0031,False,,inactive,,inactive,1,A031,anchor,3.1,0.5,32,14,14
H9,H9B0032,False,,supported,,supported,1,A032,anchor,3.1,0.5,32,14,14
H9,H9B0033,False,,inactive,,inactive,1,S001,sobol_symmetric,3.1,0.3,16,21,21
H9,H9B0034,False,,inactive,,inactive,1,S002,sobol_symmetric,1.25,0.7,64,7,7
H9,H9B0035,False,,supported,,supported,1,S003,sobol_symmetric,2.0,0.1,16,28,28
H9,H9B0036,False,,inactive,,inactive,1,S004,sobol_symmetric,4.0,0.9,64,14,14
H9,H9B0037,False,,inactive,,inactive,1,S005;X037,sobol_symmetric,3.1,0.1,64,14,14
H9,H9B0038,False,,inactive,,inactive,1,S006,sobol_symmetric,1.25,0.9,16,28,28
H9,H9B0039,False,,inactive,,inactive,1,S007,sobol_symmetric,0.8,0.5,32,7,7
H9,H9B0040,False,,inactive,,inactive,1,S008,sobol_symmetric,3.1,0.7,32,21,21
H9,H9B0041,False,,inactive,,inactive,1,S009,sobol_symmetric,2.0,0.3,32,28,28
H9,H9B0042,False,,inactive,,inactive,1,S010,sobol_symmetric,0.8,0.9,32,14,14
H9,H9B0043,False,,inactive,,inactive,1,S011,sobol_symmetric,1.25,0.3,64,21,21
H9,H9B0044,False,,supported,,supported,1,S012,sobol_symmetric,4.0,0.7,16,7,7
H9,H9B0045,False,,supported,,supported,1,S013,sobol_symmetric,4.0,0.5,16,7,7
H9,H9B0046,False,,inactive,,inactive,1,S014,sobol_symmetric,2.0,0.5,64,21,21
H9,H9B0047,False,,inactive,,inactive,1,S015,sobol_symmetric,0.8,0.1,16,14,14
H9,H9B0048,False,,supported,,supported,1,S016,sobol_symmetric,3.1,0.9,64,28,28
H9,H9B0049,False,,supported,,supported,1,S017,sobol_symmetric,3.1,0.1,32,7,7
H9,H9B0050,False,,inactive,,inactive,1,S018;X011,sobol_symmetric,0.8,0.9,32,21,21
H9,H9B0051,False,,inactive,,inactive,1,S019,sobol_symmetric,2.0,0.5,16,14,14
H9,H9B0052,False,,inactive,,inactive,1,S020,sobol_symmetric,4.0,0.5,64,28,28
H9,H9B0053,False,,inactive,,inactive,1,S021,sobol_symmetric,4.0,0.3,32,28,28
H9,H9B0054,False,,inactive,,inactive,1,S022,sobol_symmetric,1.25,0.7,16,14,14
H9,H9B0055,False,,inactive,,inactive,1,S023,sobol_symmetric,0.8,0.3,64,21,21
H9,H9B0056,False,,inactive,,inactive,1,S024,sobol_symmetric,2.0,0.7,16,7,7
H9,H9B0057,False,,inactive,,inactive,1,S025,sobol_symmetric,2.0,0.3,64,14,14
H9,H9B0058,False,,inactive,,inactive,1,S026,sobol_symmetric,0.8,0.5,16,28,28
H9,H9B0059,False,,inactive,,inactive,1,S027,sobol_symmetric,1.25,0.1,64,7,7
H9,H9B0060,False,,inactive,,inactive,1,S028,sobol_symmetric,3.1,0.9,32,21,21
H9,H9B0061,False,,supported,,supported,1,S029,sobol_symmetric,4.0,0.1,16,21,21
H9,H9B0062,False,,inactive,,inactive,1,S030,sobol_symmetric,1.25,0.9,64,7,7
H9,H9B0063,False,,inactive,,inactive,1,S031,sobol_symmetric,1.25,0.3,32,28,28
H9,H9B0064,False,,supported,,supported,1,S032,sobol_symmetric,3.1,0.7,32,14,14
H9,H9B0065,False,,inconclusive,,inconclusive,1,S033,sobol_symmetric,3.1,0.1,64,7,7
H9,H9B0066,False,,inactive,,inactive,1,S034,sobol_symmetric,1.25,0.9,16,21,21
H9,H9B0067,False,,supported,,supported,1,S035,sobol_symmetric,1.25,0.3,32,14,14
